Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,S1_0 Area,S1_075 Area,S1_150 Area,S1_225 Area,S1_3 Area,S1_375 Area,S1_450 Area,S1_525 Area,S1_6 Area,S1_620 Area,S1_0 Area (top-3 peptides),S1_075 Area (top-3 peptides),S1_150 Area (top-3 peptides),S1_225 Area (top-3 peptides),S1_3 Area (top-3 peptides),S1_375 Area (top-3 peptides),S1_450 Area (top-3 peptides),S1_525 Area (top-3 peptides),S1_6 Area (top-3 peptides),S1_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
6,24,P01859|IGHG2_HUMAN,16.61,73,32,11,Carbamidomethylation; Oxidation (M); Iodination; Sulfonic acid on Cysteine; Iodination-W; Di-Iodination,9.3689E5,1.4481E6,1.2027E6,1.3103E6,1.1694E6,1.1769E6,1.3113E6,1.3057E6,1.2449E6,1.4421E6,7.037E5,9.6702E5,7.9186E5,8.3163E5,7.6775E5,7.7099E5,7.1357E5,7.8053E5,7.2479E5,8.12E5,1.00:1.37:1.13:1.18:1.09:1.10:1.01:1.11:1.03:1.15,9.3689E5,1.4481E6,1.2027E6,1.3103E6,1.1694E6,1.1769E6,1.3113E6,1.3057E6,1.2449E6,1.4421E6,7.037E5,9.6702E5,7.9186E5,8.3163E5,7.6775E5,7.7099E5,7.1357E5,7.8053E5,7.2479E5,8.12E5,1.00:1.37:1.13:1.18:1.09:1.10:1.01:1.11:1.03:1.15,35901,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2
58,62,P02753|RET4_HUMAN,16.31,36,6,6,Carbamidomethylation,1.5018E4,1.9895E4,1.5008E4,1.5779E4,1.6634E4,1.586E4,1.6237E4,1.5634E4,1.36E4,1.4134E4,1.0376E4,1.4352E4,1.0286E4,1.1279E4,1.1766E4,1.0339E4,1.0967E4,1.0477E4,9.6838E3,9.0911E3,1.00:1.38:0.99:1.09:1.13:1.00:1.06:1.01:0.93:0.88,1.5018E4,1.9895E4,1.5008E4,1.5779E4,1.6634E4,1.586E4,1.6237E4,1.5634E4,1.36E4,1.4134E4,1.0376E4,1.4352E4,1.0286E4,1.1279E4,1.1766E4,1.0339E4,1.0967E4,1.0477E4,9.6838E3,9.0911E3,1.00:1.38:0.99:1.09:1.13:1.00:1.06:1.01:0.93:0.88,23010,Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3
41,30,P00747|PLMN_HUMAN,16.28,27,18,18,Carbamidomethylation; Di-Iodination,7.322E4,9.1632E4,7.0173E4,8.2266E4,9.2089E4,1.1307E5,1.0269E5,1.0214E5,9.2096E4,1.0368E5,3.4154E4,4.0227E4,2.7511E4,3.3293E4,4.3017E4,5.2122E4,5.4295E4,5.7642E4,5.1972E4,5.9274E4,1.00:1.18:0.81:0.97:1.26:1.53:1.59:1.69:1.52:1.74,7.322E4,9.1632E4,7.0173E4,8.2266E4,9.2089E4,1.1307E5,1.0269E5,1.0214E5,9.2096E4,1.0368E5,3.4154E4,4.0227E4,2.7511E4,3.3293E4,4.3017E4,5.2122E4,5.4295E4,5.7642E4,5.1972E4,5.9274E4,1.00:1.18:0.81:0.97:1.26:1.53:1.59:1.69:1.52:1.74,90569,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2
43,38,P0DOX2|IGA2_HUMAN,15.49,30,12,1,Carbamidomethylation; Oxidation (M); Iodination,1.7536E4,2.2732E4,1.7035E4,1.6865E4,1.6121E4,1.4832E4,1.219E4,8.3629E3,9.3848E3,9.4466E3,1.0855E4,1.222E4,9.7131E3,7.8876E3,7.1759E3,6.0753E3,5.2474E3,4.2884E3,4.5316E3,4.9992E3,1.00:1.13:0.89:0.73:0.66:0.56:0.48:0.40:0.42:0.46,1.7536E4,2.2732E4,1.7035E4,1.6865E4,1.6121E4,1.4832E4,1.219E4,8.3629E3,9.3848E3,9.4466E3,1.0855E4,1.222E4,9.7131E3,7.8876E3,7.1759E3,6.0753E3,5.2474E3,4.2884E3,4.5316E3,4.9992E3,1.00:1.13:0.89:0.73:0.66:0.56:0.48:0.40:0.42:0.46,48934,Immunoglobulin alpha-2 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2
53,50,P04004|VTNC_HUMAN,15.19,20,9,9,Carbamidomethylation; Oxidation (M); Iodination; Sulfonic acid on Cysteine; Di-Iodination,4.8804E4,6.4051E4,5.2773E4,5.833E4,6.889E4,7.7107E4,8.6585E4,7.8019E4,7.5335E4,7.88E4,2.56E4,3.3719E4,2.8551E4,2.9268E4,3.1362E4,3.3147E4,3.6545E4,3.264E4,3.1689E4,3.398E4,1.00:1.32:1.12:1.14:1.23:1.29:1.43:1.27:1.24:1.33,4.8804E4,6.4051E4,5.2773E4,5.833E4,6.889E4,7.7107E4,8.6585E4,7.8019E4,7.5335E4,7.88E4,2.56E4,3.3719E4,2.8551E4,2.9268E4,3.1362E4,3.3147E4,3.6545E4,3.264E4,3.1689E4,3.398E4,1.00:1.32:1.12:1.14:1.23:1.29:1.43:1.27:1.24:1.33,54306,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1
101,149,A0A0C4DH68|KV224_HUMAN,15.16,11,1,1,,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.00:0.87:0.40:1.48:0.07:0:2.19:0:0:0,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.00:0.87:0.40:1.48:0.07:0:2.19:0:0:0,13079,Immunoglobulin kappa variable 2-24 OS=Homo sapiens OX=9606 GN=IGKV2-24 PE=3 SV=1
101,150,A0A075B6R9|KVD24_HUMAN,15.16,11,1,1,,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.00:0.87:0.40:1.48:0.07:0:2.19:0:0:0,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.1541E3,9.9916E2,4.6554E2,1.7105E3,8.2649E1,0,2.5228E3,0,0,0,1.00:0.87:0.40:1.48:0.07:0:2.19:0:0:0,13079,Probable non-functional immunoglobulin kappa variable 2D-24 OS=Homo sapiens OX=9606 GN=IGKV2D-24 PE=1 SV=1
37,33,P19827|ITIH1_HUMAN,15.06,22,15,15,Carbamidomethylation,5.4601E4,7.1201E4,4.1907E4,5.2253E4,6.53E4,7.459E4,7.2711E4,7.4379E4,6.258E4,7.0463E4,2.2159E4,2.9621E4,2.0145E4,2.3855E4,3.0192E4,3.4629E4,3.3393E4,3.3913E4,2.8671E4,3.2848E4,1.00:1.34:0.91:1.08:1.36:1.56:1.51:1.53:1.29:1.48,5.4601E4,7.1201E4,4.1907E4,5.2253E4,6.53E4,7.459E4,7.2711E4,7.4379E4,6.258E4,7.0463E4,2.2159E4,2.9621E4,2.0145E4,2.3855E4,3.0192E4,3.4629E4,3.3393E4,3.3913E4,2.8671E4,3.2848E4,1.00:1.34:0.91:1.08:1.36:1.56:1.51:1.53:1.29:1.48,101389,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3
123,171,P02746|C1QB_HUMAN,15.01,6,2,2,,1.2832E4,1.8799E4,1.6744E4,1.7608E4,1.7914E4,1.9211E4,2.0964E4,1.99E4,1.8089E4,1.9835E4,1.2832E4,1.8799E4,1.6744E4,1.7608E4,1.7914E4,1.9211E4,2.0964E4,1.99E4,1.8089E4,1.9835E4,1.00:1.46:1.30:1.37:1.40:1.50:1.63:1.55:1.41:1.55,1.2832E4,1.8799E4,1.6744E4,1.7608E4,1.7914E4,1.9211E4,2.0964E4,1.99E4,1.8089E4,1.9835E4,1.2832E4,1.8799E4,1.6744E4,1.7608E4,1.7914E4,1.9211E4,2.0964E4,1.99E4,1.8089E4,1.9835E4,1.00:1.46:1.30:1.37:1.40:1.50:1.63:1.55:1.41:1.55,26722,Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
144,325,Q8NFC6|BD1L1_HUMAN,15.00,0,1,1,,6.8789E3,1.3466E4,2.0952E2,2.3082E2,8.5978E3,7.1556E3,3.9711E2,7.896E3,9.4085E3,8.4649E3,6.8789E3,1.3466E4,2.0952E2,2.3082E2,8.5978E3,7.1556E3,3.9711E2,7.896E3,9.4085E3,8.4649E3,1.00:1.96:0.03:0.03:1.25:1.04:0.06:1.15:1.37:1.23,6.8789E3,1.3466E4,2.0952E2,2.3082E2,8.5978E3,7.1556E3,3.9711E2,7.896E3,9.4085E3,8.4649E3,6.8789E3,1.3466E4,2.0952E2,2.3082E2,8.5978E3,7.1556E3,3.9711E2,7.896E3,9.4085E3,8.4649E3,1.00:1.96:0.03:0.03:1.25:1.04:0.06:1.15:1.37:1.23,330467,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2
188,371,Q9NUV7|SPTC3_HUMAN,14.98,2,1,1,Carbamidomethylation,2.0436E4,6.6341E3,2.7304E2,1.1241E4,9.9049E3,6.2142E3,7.2927E3,0,0,0,2.0436E4,6.6341E3,2.7304E2,1.1241E4,9.9049E3,6.2142E3,7.2927E3,0,0,0,1.00:0.32:0.02:0.55:0.48:0.30:0.36:0:0:0,2.0436E4,6.6341E3,2.7304E2,1.1241E4,9.9049E3,6.2142E3,7.2927E3,0,0,0,2.0436E4,6.6341E3,2.7304E2,1.1241E4,9.9049E3,6.2142E3,7.2927E3,0,0,0,1.00:0.32:0.02:0.55:0.48:0.30:0.36:0:0:0,62050,Serine palmitoyltransferase 3 OS=Homo sapiens OX=9606 GN=SPTLC3 PE=1 SV=3
170,398,Q96DY7|MTBP_HUMAN,14.86,1,1,1,,3.4688E3,2.2144E3,6.5521E2,3.593E2,2.8829E3,2.3312E3,0,2.9586E3,3.27E3,2.4447E3,3.4688E3,2.2144E3,6.5521E2,3.593E2,2.8829E3,2.3312E3,0,2.9586E3,3.27E3,2.4447E3,1.00:0.64:0.19:0.10:0.83:0.67:0:0.85:0.94:0.70,3.4688E3,2.2144E3,6.5521E2,3.593E2,2.8829E3,2.3312E3,0,2.9586E3,3.27E3,2.4447E3,3.4688E3,2.2144E3,6.5521E2,3.593E2,2.8829E3,2.3312E3,0,2.9586E3,3.27E3,2.4447E3,1.00:0.64:0.19:0.10:0.83:0.67:0:0.85:0.94:0.70,102193,Mdm2-binding protein OS=Homo sapiens OX=9606 GN=MTBP PE=1 SV=1
142,278,Q9Y4C8|RBM19_HUMAN,14.79,1,1,1,,6.221E2,5.4259E2,3.1854E2,3.2621E2,1.4892E3,1.7987E3,0,1.7888E3,1.6014E3,2.0516E3,6.221E2,5.4259E2,3.1854E2,3.2621E2,1.4892E3,1.7987E3,0,1.7888E3,1.6014E3,2.0516E3,1.00:0.87:0.51:0.52:2.39:2.89:0:2.88:2.57:3.30,6.221E2,5.4259E2,3.1854E2,3.2621E2,1.4892E3,1.7987E3,0,1.7888E3,1.6014E3,2.0516E3,6.221E2,5.4259E2,3.1854E2,3.2621E2,1.4892E3,1.7987E3,0,1.7888E3,1.6014E3,2.0516E3,1.00:0.87:0.51:0.52:2.39:2.89:0:2.88:2.57:3.30,107332,Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3
74,60,P00751|CFAB_HUMAN,14.76,9,8,8,Carbamidomethylation,1.1607E4,1.8865E4,1.5533E4,1.8037E4,2.0436E4,2.232E4,2.3668E4,2.0243E4,1.9545E4,2.0854E4,6.9284E3,1.2699E4,1.0408E4,1.1231E4,1.2534E4,1.319E4,1.3465E4,1.2316E4,1.1169E4,1.2172E4,1.00:1.83:1.50:1.62:1.81:1.90:1.94:1.78:1.61:1.76,1.1607E4,1.8865E4,1.5533E4,1.8037E4,2.0436E4,2.232E4,2.3668E4,2.0243E4,1.9545E4,2.0854E4,6.9284E3,1.2699E4,1.0408E4,1.1231E4,1.2534E4,1.319E4,1.3465E4,1.2316E4,1.1169E4,1.2172E4,1.00:1.83:1.50:1.62:1.81:1.90:1.94:1.78:1.61:1.76,85533,Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2
45,35,P10909|CLUS_HUMAN,14.44,35,13,13,Carbamidomethylation; Oxidation (M); Iodination-W; Sulphone,4.435E4,5.4647E4,5.1179E4,5.9504E4,6.7785E4,8.2797E4,9.003E4,8.7242E4,8.1606E4,6.989E4,1.8678E4,2.2172E4,1.8384E4,2.1344E4,2.7641E4,3.0968E4,2.8263E4,2.8683E4,2.7475E4,2.7581E4,1.00:1.19:0.98:1.14:1.48:1.66:1.51:1.54:1.47:1.48,4.435E4,5.4647E4,5.1179E4,5.9504E4,6.7785E4,8.2797E4,9.003E4,8.7242E4,8.1606E4,6.989E4,1.8678E4,2.2172E4,1.8384E4,2.1344E4,2.7641E4,3.0968E4,2.8263E4,2.8683E4,2.7475E4,2.7581E4,1.00:1.19:0.98:1.14:1.48:1.66:1.51:1.54:1.47:1.48,52495,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1
71,70,P02776|PLF4_HUMAN,14.20,50,5,5,Carbamidomethylation,2.0142E4,2.7517E4,2.5608E4,3.1746E4,3.5653E4,3.9409E4,3.1548E4,3.9077E4,3.4762E4,3.7194E4,1.8136E4,2.4355E4,2.3027E4,2.7545E4,3.002E4,3.269E4,2.6018E4,3.2572E4,2.9404E4,3.1199E4,1.00:1.34:1.27:1.52:1.66:1.80:1.43:1.80:1.62:1.72,2.0142E4,2.7517E4,2.5608E4,3.1746E4,3.5653E4,3.9409E4,3.1548E4,3.9077E4,3.4762E4,3.7194E4,1.8136E4,2.4355E4,2.3027E4,2.7545E4,3.002E4,3.269E4,2.6018E4,3.2572E4,2.9404E4,3.1199E4,1.00:1.34:1.27:1.52:1.66:1.80:1.43:1.80:1.62:1.72,10845,Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2
105,83,P02750|A2GL_HUMAN,12.45,8,3,3,,2.3767E3,6.1165E3,2.6974E3,3.1801E3,2.7504E3,6.2181E3,6.9363E3,6.0863E3,6.0099E3,6.5745E3,2.3767E3,6.1165E3,2.6974E3,3.1801E3,2.7504E3,6.2181E3,6.9363E3,6.0863E3,6.0099E3,6.5745E3,1.00:2.57:1.13:1.34:1.16:2.62:2.92:2.56:2.53:2.77,2.3767E3,6.1165E3,2.6974E3,3.1801E3,2.7504E3,6.2181E3,6.9363E3,6.0863E3,6.0099E3,6.5745E3,2.3767E3,6.1165E3,2.6974E3,3.1801E3,2.7504E3,6.2181E3,6.9363E3,6.0863E3,6.0099E3,6.5745E3,1.00:2.57:1.13:1.34:1.16:2.62:2.92:2.56:2.53:2.77,38178,Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2
86,94,P01019|ANGT_HUMAN,12.17,9,4,4,,1.0881E4,1.3176E4,9.2684E3,1.1415E4,1.4744E4,1.62E4,1.5824E4,1.4792E4,1.3364E4,1.4636E4,8.751E3,1.0856E4,7.7896E3,9.6887E3,1.1439E4,1.2652E4,1.3171E4,1.209E4,1.1067E4,1.1999E4,1.00:1.24:0.89:1.11:1.31:1.45:1.51:1.38:1.26:1.37,1.0881E4,1.3176E4,9.2684E3,1.1415E4,1.4744E4,1.62E4,1.5824E4,1.4792E4,1.3364E4,1.4636E4,8.751E3,1.0856E4,7.7896E3,9.6887E3,1.1439E4,1.2652E4,1.3171E4,1.209E4,1.1067E4,1.1999E4,1.00:1.24:0.89:1.11:1.31:1.45:1.51:1.38:1.26:1.37,53154,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1
63,100,P06312|KV401_HUMAN,11.77,28,3,3,,1.0691E5,1.5333E5,1.2088E5,1.3684E5,1.497E5,1.5509E5,1.5439E5,1.4972E5,1.3083E5,1.503E5,1.0691E5,1.5333E5,1.2088E5,1.3684E5,1.497E5,1.5509E5,1.5439E5,1.4972E5,1.3083E5,1.503E5,1.00:1.43:1.13:1.28:1.40:1.45:1.44:1.40:1.22:1.41,1.0691E5,1.5333E5,1.2088E5,1.3684E5,1.497E5,1.5509E5,1.5439E5,1.4972E5,1.3083E5,1.503E5,1.0691E5,1.5333E5,1.2088E5,1.3684E5,1.497E5,1.5509E5,1.5439E5,1.4972E5,1.3083E5,1.503E5,1.00:1.43:1.13:1.28:1.40:1.45:1.44:1.40:1.22:1.41,13380,Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1
96,82,P09871|C1S_HUMAN,11.71,6,4,4,,8.169E3,1.1065E4,7.4534E3,9.4712E3,1.174E4,1.2732E4,1.1458E4,1.184E4,1.1302E4,1.268E4,6.8036E3,9.6757E3,6.4995E3,8.4047E3,1.0423E4,1.1434E4,1.0105E4,1.0601E4,9.7215E3,1.1353E4,1.00:1.42:0.96:1.24:1.53:1.68:1.49:1.56:1.43:1.67,8.169E3,1.1065E4,7.4534E3,9.4712E3,1.174E4,1.2732E4,1.1458E4,1.184E4,1.1302E4,1.268E4,6.8036E3,9.6757E3,6.4995E3,8.4047E3,1.0423E4,1.1434E4,1.0105E4,1.0601E4,9.7215E3,1.1353E4,1.00:1.42:0.96:1.24:1.53:1.68:1.49:1.56:1.43:1.67,76685,Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1
68,69,P19652|A1AG2_HUMAN,11.55,44,7,4,Carbamidomethylation; Iodination; Di-Iodination,1.579E4,2.1891E4,1.5804E4,2.0733E4,2.5405E4,1.9892E4,1.8456E4,2.4136E4,2.2388E4,1.7647E4,1.1513E4,1.4458E4,1.0847E4,1.4718E4,2.0667E4,1.4353E4,1.4526E4,1.8977E4,1.8919E4,1.4608E4,1.00:1.26:0.94:1.28:1.80:1.25:1.26:1.65:1.64:1.27,1.579E4,2.1891E4,1.5804E4,2.0733E4,2.5405E4,1.9892E4,1.8456E4,2.4136E4,2.2388E4,1.7647E4,1.1513E4,1.4458E4,1.0847E4,1.4718E4,2.0667E4,1.4353E4,1.4526E4,1.8977E4,1.8919E4,1.4608E4,1.00:1.26:0.94:1.28:1.80:1.25:1.26:1.65:1.64:1.27,23603,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2
75,66,P25311|ZA2G_HUMAN,11.33,26,6,6,Carbamidomethylation; Di-Iodination,1.5453E4,2.3835E4,1.8039E4,1.8111E4,1.5369E4,1.711E4,1.7296E4,1.6195E4,1.4572E4,1.7753E4,1.0128E4,1.5558E4,1.1705E4,1.2472E4,1.1417E4,1.2852E4,1.368E4,1.3094E4,1.1908E4,1.4579E4,1.00:1.54:1.16:1.23:1.13:1.27:1.35:1.29:1.18:1.44,1.5453E4,2.3835E4,1.8039E4,1.8111E4,1.5369E4,1.711E4,1.7296E4,1.6195E4,1.4572E4,1.7753E4,1.0128E4,1.5558E4,1.1705E4,1.2472E4,1.1417E4,1.2852E4,1.368E4,1.3094E4,1.1908E4,1.4579E4,1.00:1.54:1.16:1.23:1.13:1.27:1.35:1.29:1.18:1.44,34259,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2
67,101,P01615|KVD28_HUMAN,11.28,37,4,3,Carbamidomethylation,5.4166E4,7.5992E4,6.8381E4,7.8626E4,7.4477E4,7.3349E4,8.2695E4,7.4222E4,7.0097E4,7.8318E4,5.4052E4,7.3278E4,6.1635E4,7.0207E4,7.4407E4,7.3349E4,7.7657E4,7.4084E4,6.9525E4,7.7933E4,1.00:1.36:1.14:1.30:1.38:1.36:1.44:1.37:1.29:1.44,5.4166E4,7.5992E4,6.8381E4,7.8626E4,7.4477E4,7.3349E4,8.2695E4,7.4222E4,7.0097E4,7.8318E4,5.4052E4,7.3278E4,6.1635E4,7.0207E4,7.4407E4,7.3349E4,7.7657E4,7.4084E4,6.9525E4,7.7933E4,1.00:1.36:1.14:1.30:1.38:1.36:1.44:1.37:1.29:1.44,12957,Immunoglobulin kappa variable 2D-28 OS=Homo sapiens OX=9606 GN=IGKV2D-28 PE=1 SV=2
67,102,A0A075B6P5|KV228_HUMAN,11.28,37,4,3,Carbamidomethylation,5.4166E4,7.5992E4,6.8381E4,7.8626E4,7.4477E4,7.3349E4,8.2695E4,7.4222E4,7.0097E4,7.8318E4,5.4052E4,7.3278E4,6.1635E4,7.0207E4,7.4407E4,7.3349E4,7.7657E4,7.4084E4,6.9525E4,7.7933E4,1.00:1.36:1.14:1.30:1.38:1.36:1.44:1.37:1.29:1.44,5.4166E4,7.5992E4,6.8381E4,7.8626E4,7.4477E4,7.3349E4,8.2695E4,7.4222E4,7.0097E4,7.8318E4,5.4052E4,7.3278E4,6.1635E4,7.0207E4,7.4407E4,7.3349E4,7.7657E4,7.4084E4,6.9525E4,7.7933E4,1.00:1.36:1.14:1.30:1.38:1.36:1.44:1.37:1.29:1.44,12957,Immunoglobulin kappa variable 2-28 OS=Homo sapiens OX=9606 GN=IGKV2-28 PE=3 SV=1
121,208,P05452|TETN_HUMAN,11.25,6,1,1,,4.9116E2,6.4724E2,5.0912E2,0,9.2642E2,8.0531E2,1.0386E3,8.8505E2,8.4332E2,7.704E2,4.9116E2,6.4724E2,5.0912E2,0,9.2642E2,8.0531E2,1.0386E3,8.8505E2,8.4332E2,7.704E2,1.00:1.32:1.04:0:1.89:1.64:2.11:1.80:1.72:1.57,4.9116E2,6.4724E2,5.0912E2,0,9.2642E2,8.0531E2,1.0386E3,8.8505E2,8.4332E2,7.704E2,4.9116E2,6.4724E2,5.0912E2,0,9.2642E2,8.0531E2,1.0386E3,8.8505E2,8.4332E2,7.704E2,1.00:1.32:1.04:0:1.89:1.64:2.11:1.80:1.72:1.57,22537,Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3
10,20,P01861|IGHG4_HUMAN,11.07,75,26,7,Carbamidomethylation; Oxidation (M); Iodination; Sulfonic acid on Cysteine; Iodination-W; Di-Iodination,2.0238E5,3.1607E5,2.461E5,2.5866E5,2.8418E5,2.739E5,3.5671E5,4.0732E5,4.0617E5,4.2037E5,1.0754E5,1.3861E5,1.1861E5,1.1702E5,1.5002E5,1.3857E5,1.6452E5,1.724E5,1.9062E5,1.9241E5,1.00:1.29:1.10:1.09:1.40:1.29:1.53:1.60:1.77:1.79,2.0238E5,3.1607E5,2.461E5,2.5866E5,2.8418E5,2.739E5,3.5671E5,4.0732E5,4.0617E5,4.2037E5,1.0754E5,1.3861E5,1.1861E5,1.1702E5,1.5002E5,1.3857E5,1.6452E5,1.724E5,1.9062E5,1.9241E5,1.00:1.29:1.10:1.09:1.40:1.29:1.53:1.60:1.77:1.79,35941,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1
79,107,P80748|LV321_HUMAN,10.31,36,3,2,Di-Iodination,1.8693E4,2.7498E4,2.0098E4,2.0101E4,2.7583E4,2.9872E4,2.3412E4,3.1359E4,2.8277E4,2.9653E4,1.5621E4,2.1886E4,1.7101E4,1.697E4,2.572E4,2.8189E4,2.2197E4,3.0298E4,2.7717E4,2.8776E4,1.00:1.40:1.09:1.09:1.65:1.80:1.42:1.94:1.77:1.84,1.8693E4,2.7498E4,2.0098E4,2.0101E4,2.7583E4,2.9872E4,2.3412E4,3.1359E4,2.8277E4,2.9653E4,1.5621E4,2.1886E4,1.7101E4,1.697E4,2.572E4,2.8189E4,2.2197E4,3.0298E4,2.7717E4,2.8776E4,1.00:1.40:1.09:1.09:1.65:1.80:1.42:1.94:1.77:1.84,12446,Immunoglobulin lambda variable 3-21 OS=Homo sapiens OX=9606 GN=IGLV3-21 PE=1 SV=2
106,160,A0A0J9YXX1|HV5X1_HUMAN,9.87,16,3,2,,2.9871E4,4.4401E4,3.3993E4,3.8482E4,4.472E4,4.7456E4,4.4302E4,4.3102E4,3.5325E4,4.1961E4,2.9871E4,4.4401E4,3.3993E4,3.8482E4,4.472E4,4.7456E4,4.4302E4,4.3102E4,3.5325E4,4.1961E4,1.00:1.49:1.14:1.29:1.50:1.59:1.48:1.44:1.18:1.40,2.9871E4,4.4401E4,3.3993E4,3.8482E4,4.472E4,4.7456E4,4.4302E4,4.3102E4,3.5325E4,4.1961E4,2.9871E4,4.4401E4,3.3993E4,3.8482E4,4.472E4,4.7456E4,4.4302E4,4.3102E4,3.5325E4,4.1961E4,1.00:1.49:1.14:1.29:1.50:1.59:1.48:1.44:1.18:1.40,12773,Immunoglobulin heavy variable 5-10-1 OS=Homo sapiens OX=9606 GN=IGHV5-10-1 PE=3 SV=1
31,39,P02765|FETUA_HUMAN,9.61,48,12,12,Carbamidomethylation; Iodination; Di-Iodination,2.4303E5,2.604E5,2.0717E5,2.2971E5,2.4476E5,3.1847E5,3.25E5,3.5194E5,3.3889E5,3.3784E5,1.1264E5,1.1519E5,1.002E5,1.1228E5,1.2203E5,1.489E5,1.3609E5,1.5607E5,1.4906E5,1.4599E5,1.00:1.02:0.89:1.00:1.08:1.32:1.21:1.39:1.32:1.30,2.4303E5,2.604E5,2.0717E5,2.2971E5,2.4476E5,3.1847E5,3.25E5,3.5194E5,3.3889E5,3.3784E5,1.1264E5,1.1519E5,1.002E5,1.1228E5,1.2203E5,1.489E5,1.3609E5,1.5607E5,1.4906E5,1.4599E5,1.00:1.02:0.89:1.00:1.08:1.32:1.21:1.39:1.32:1.30,39341,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2
169,343,Q6P5Z2|PKN3_HUMAN,9.39,1,1,1,,1.0427E2,9.0589E3,3.3873E2,1.5071E3,4.7629E3,4.5153E3,2.3666E3,2.0439E3,1.2876E3,9.5726E2,1.0427E2,9.0589E3,3.3873E2,1.5071E3,4.7629E3,4.5153E3,2.3666E3,2.0439E3,1.2876E3,9.5726E2,1.00:64.00:3.25:14.45:45.68:43.30:22.70:19.60:12.35:9.18,1.0427E2,9.0589E3,3.3873E2,1.5071E3,4.7629E3,4.5153E3,2.3666E3,2.0439E3,1.2876E3,9.5726E2,1.0427E2,9.0589E3,3.3873E2,1.5071E3,4.7629E3,4.5153E3,2.3666E3,2.0439E3,1.2876E3,9.5726E2,1.00:64.00:3.25:14.45:45.68:43.30:22.70:19.60:12.35:9.18,99421,Serine/threonine-protein kinase N3 OS=Homo sapiens OX=9606 GN=PKN3 PE=1 SV=1
