Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,s3_0 Area,s3_075 Area,s3_150 Area,s3_225 Area,s3_3 Area,s3_375 Area,s3_450 Area,s3_525 Area,s3_6 Area,s3_620 Area,s3_0 Area (top-3 peptides),s3_075 Area (top-3 peptides),s3_150 Area (top-3 peptides),s3_225 Area (top-3 peptides),s3_3 Area (top-3 peptides),s3_375 Area (top-3 peptides),s3_450 Area (top-3 peptides),s3_525 Area (top-3 peptides),s3_6 Area (top-3 peptides),s3_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
41,31,P01011|AACT_HUMAN,11.92,41,15,15,Iodination; Di-Iodination,9.8176E4,6.0321E4,6.8327E4,8.9906E4,7.9632E4,9.6104E4,8.0922E4,8.5524E4,9.7169E4,9.6191E4,3.5876E4,2.7103E4,3.0172E4,3.6398E4,3.7254E4,4.0746E4,3.6028E4,3.9403E4,4.1761E4,4.0198E4,1.00:0.76:0.84:1.01:1.04:1.14:1.00:1.10:1.16:1.12,9.8176E4,6.0321E4,6.8327E4,8.9906E4,7.9632E4,9.6104E4,8.0922E4,8.5524E4,9.7169E4,9.6191E4,3.5876E4,2.7103E4,3.0172E4,3.6398E4,3.7254E4,4.0746E4,3.6028E4,3.9403E4,4.1761E4,4.0198E4,1.00:0.76:0.84:1.01:1.04:1.14:1.00:1.10:1.16:1.12,47651,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2
59,74,P04433|KV311_HUMAN,11.74,56,4,2,Carbamidomethylation; Iodination,5.5023E4,4.8993E4,4.8135E4,4.8156E4,4.7136E4,4.0069E4,4.1744E4,3.8435E4,3.9812E4,4.0624E4,4.1172E4,3.7538E4,4.0556E4,3.7899E4,3.7766E4,2.9231E4,3.3972E4,2.9123E4,3.0425E4,3.116E4,1.00:0.91:0.99:0.92:0.92:0.71:0.83:0.71:0.74:0.76,5.5023E4,4.8993E4,4.8135E4,4.8156E4,4.7136E4,4.0069E4,4.1744E4,3.8435E4,3.9812E4,4.0624E4,4.1172E4,3.7538E4,4.0556E4,3.7899E4,3.7766E4,2.9231E4,3.3972E4,2.9123E4,3.0425E4,3.116E4,1.00:0.91:0.99:0.92:0.92:0.71:0.83:0.71:0.74:0.76,12575,Immunoglobulin kappa variable 3-11 OS=Homo sapiens OX=9606 GN=IGKV3-11 PE=1 SV=1
86,147,P23083|HV102_HUMAN,11.63,20,3,1,Carbamidomethylation; Pyro-glu from Q,2.5109E3,1.7664E3,2.8198E3,3.2158E3,1.762E3,1.3755E3,8.2729E2,6.2042E2,4.946E2,5.1364E2,2.5109E3,1.7664E3,2.8198E3,3.2158E3,1.762E3,1.3755E3,8.2729E2,6.2042E2,4.946E2,5.1364E2,1.00:0.70:1.12:1.28:0.70:0.55:0.33:0.25:0.20:0.20,2.5109E3,1.7664E3,2.8198E3,3.2158E3,1.762E3,1.3755E3,8.2729E2,6.2042E2,4.946E2,5.1364E2,2.5109E3,1.7664E3,2.8198E3,3.2158E3,1.762E3,1.3755E3,8.2729E2,6.2042E2,4.946E2,5.1364E2,1.00:0.70:1.12:1.28:0.70:0.55:0.33:0.25:0.20:0.20,13085,Immunoglobulin heavy variable 1-2 OS=Homo sapiens OX=9606 GN=IGHV1-2 PE=1 SV=2
56,53,P08697|A2AP_HUMAN,11.44,25,8,8,,3.1902E4,2.0607E4,1.6742E4,2.3133E4,2.6055E4,2.921E4,2.2624E4,2.4253E4,2.3914E4,2.3224E4,2.2051E4,1.4977E4,1.3254E4,1.4681E4,1.7542E4,1.5855E4,1.7238E4,1.7997E4,1.7496E4,1.7113E4,1.00:0.68:0.60:0.67:0.80:0.72:0.78:0.82:0.79:0.78,3.1902E4,2.0607E4,1.6742E4,2.3133E4,2.6055E4,2.921E4,2.2624E4,2.4253E4,2.3914E4,2.3224E4,2.2051E4,1.4977E4,1.3254E4,1.4681E4,1.7542E4,1.5855E4,1.7238E4,1.7997E4,1.7496E4,1.7113E4,1.00:0.68:0.60:0.67:0.80:0.72:0.78:0.82:0.79:0.78,54566,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3
55,56,P02753|RET4_HUMAN,10.56,53,8,8,Carbamidomethylation; Iodination,2.8621E4,2.2624E4,2.4262E4,2.6881E4,2.24E4,2.0606E4,2.2932E4,2.1582E4,2.2438E4,2.2251E4,1.8109E4,1.6704E4,1.5937E4,1.639E4,1.5911E4,1.1604E4,1.5053E4,1.4513E4,1.5272E4,1.584E4,1.00:0.92:0.88:0.91:0.88:0.64:0.83:0.80:0.84:0.87,2.8621E4,2.2624E4,2.4262E4,2.6881E4,2.24E4,2.0606E4,2.2932E4,2.1582E4,2.2438E4,2.2251E4,1.8109E4,1.6704E4,1.5937E4,1.639E4,1.5911E4,1.1604E4,1.5053E4,1.4513E4,1.5272E4,1.584E4,1.00:0.92:0.88:0.91:0.88:0.64:0.83:0.80:0.84:0.87,23010,Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3
44,33,P00747|PLMN_HUMAN,10.53,20,13,13,Carbamidomethylation; Di-Iodination,1.2842E5,8.0278E4,7.1816E4,7.3409E4,9.0278E4,8.7316E4,7.8372E4,8.6007E4,8.5342E4,8.7996E4,5.0973E4,3.3288E4,3.6959E4,3.6078E4,4.1188E4,4.3965E4,4.3987E4,4.6243E4,5.0082E4,5.153E4,1.00:0.65:0.73:0.71:0.81:0.86:0.86:0.91:0.98:1.01,1.2842E5,8.0278E4,7.1816E4,7.3409E4,9.0278E4,8.7316E4,7.8372E4,8.6007E4,8.5342E4,8.7996E4,5.0973E4,3.3288E4,3.6959E4,3.6078E4,4.1188E4,4.3965E4,4.3987E4,4.6243E4,5.0082E4,5.153E4,1.00:0.65:0.73:0.71:0.81:0.86:0.86:0.91:0.98:1.01,90569,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2
35,45,P0DOX8|IGL1_HUMAN,9.66,50,12,3,Carbamidomethylation; Iodination; Di-Iodination,1.2909E5,1.0983E5,1.0562E5,1.2366E5,1.1916E5,1.2861E5,9.2297E4,9.4422E4,9.9292E4,9.6014E4,1.2909E5,1.0983E5,1.0562E5,1.2366E5,1.1916E5,1.2861E5,9.2297E4,9.4422E4,9.9292E4,9.6014E4,1.00:0.85:0.82:0.96:0.92:1.00:0.71:0.73:0.77:0.74,1.2909E5,1.0983E5,1.0562E5,1.2366E5,1.1916E5,1.2861E5,9.2297E4,9.4422E4,9.9292E4,9.6014E4,1.2909E5,1.0983E5,1.0562E5,1.2366E5,1.1916E5,1.2861E5,9.2297E4,9.4422E4,9.9292E4,9.6014E4,1.00:0.85:0.82:0.96:0.92:1.00:0.71:0.73:0.77:0.74,22830,Immunoglobulin lambda-1 light chain OS=Homo sapiens OX=9606 PE=1 SV=1
38,32,P00734|THRB_HUMAN,9.23,32,14,14,Carbamidomethylation; Iodination; Di-Iodination,1.1156E5,8.8736E4,8.6805E4,8.9751E4,9.5974E4,9.4563E4,1.088E5,1.0504E5,1.1779E5,1.1149E5,5.4473E4,4.326E4,4.5182E4,4.7056E4,5.156E4,4.8324E4,5.5995E4,5.1792E4,5.8956E4,5.7303E4,1.00:0.79:0.83:0.86:0.95:0.89:1.03:0.95:1.08:1.05,1.1156E5,8.8736E4,8.6805E4,8.9751E4,9.5974E4,9.4563E4,1.088E5,1.0504E5,1.1779E5,1.1149E5,5.4473E4,4.326E4,4.5182E4,4.7056E4,5.156E4,4.8324E4,5.5995E4,5.1792E4,5.8956E4,5.7303E4,1.00:0.79:0.83:0.86:0.95:0.89:1.03:0.95:1.08:1.05,70037,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2
50,48,P02760|AMBP_HUMAN,9.23,27,7,7,Carbamidomethylation,4.5787E4,3.4356E4,3.3546E4,4.2679E4,4.0784E4,4.264E4,4.1077E4,4.1399E4,4.3421E4,4.7115E4,3.0683E4,2.1246E4,2.0721E4,2.9147E4,2.5956E4,2.6114E4,2.4534E4,2.5353E4,2.6651E4,2.8754E4,1.00:0.69:0.68:0.95:0.85:0.85:0.80:0.83:0.87:0.94,4.5787E4,3.4356E4,3.3546E4,4.2679E4,4.0784E4,4.264E4,4.1077E4,4.1399E4,4.3421E4,4.7115E4,3.0683E4,2.1246E4,2.0721E4,2.9147E4,2.5956E4,2.6114E4,2.4534E4,2.5353E4,2.6651E4,2.8754E4,1.00:0.69:0.68:0.95:0.85:0.85:0.80:0.83:0.87:0.94,39000,Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1
40,37,P10909|CLUS_HUMAN,9.10,30,12,12,Carbamidomethylation,5.9081E4,5.1959E4,5.0863E4,5.5584E4,5.7317E4,7.0961E4,5.9861E4,5.7663E4,6.1622E4,6.16E4,2.5282E4,1.9458E4,1.8038E4,2.196E4,2.4066E4,2.7298E4,2.0975E4,2.2521E4,2.4897E4,2.4768E4,1.00:0.77:0.71:0.87:0.95:1.08:0.83:0.89:0.98:0.98,5.9081E4,5.1959E4,5.0863E4,5.5584E4,5.7317E4,7.0961E4,5.9861E4,5.7663E4,6.1622E4,6.16E4,2.5282E4,1.9458E4,1.8038E4,2.196E4,2.4066E4,2.7298E4,2.0975E4,2.2521E4,2.4897E4,2.4768E4,1.00:0.77:0.71:0.87:0.95:1.08:0.83:0.89:0.98:0.98,52495,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1
74,71,P02776|PLF4_HUMAN,8.92,50,5,5,Carbamidomethylation,2.1966E4,1.8037E4,2.4147E4,2.5149E4,2.7332E4,2.9148E4,2.7702E4,2.6141E4,2.867E4,2.7333E4,1.8206E4,1.6058E4,2.036E4,2.0832E4,2.2486E4,2.336E4,2.2637E4,2.1195E4,2.3253E4,2.2351E4,1.00:0.88:1.12:1.14:1.24:1.28:1.24:1.16:1.28:1.23,2.1966E4,1.8037E4,2.4147E4,2.5149E4,2.7332E4,2.9148E4,2.7702E4,2.6141E4,2.867E4,2.7333E4,1.8206E4,1.6058E4,2.036E4,2.0832E4,2.2486E4,2.336E4,2.2637E4,2.1195E4,2.3253E4,2.2351E4,1.00:0.88:1.12:1.14:1.24:1.28:1.24:1.16:1.28:1.23,10845,Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2
163,719,P51587|BRCA2_HUMAN,8.88,0,1,1,,4.3038E3,4.4029E3,2.5099E3,2.0449E3,1.7033E3,4.2959E2,5.3556E3,5.4988E3,5.7272E3,4.7353E3,4.3038E3,4.4029E3,2.5099E3,2.0449E3,1.7033E3,4.2959E2,5.3556E3,5.4988E3,5.7272E3,4.7353E3,1.00:1.02:0.58:0.48:0.40:0.10:1.24:1.28:1.33:1.10,4.3038E3,4.4029E3,2.5099E3,2.0449E3,1.7033E3,4.2959E2,5.3556E3,5.4988E3,5.7272E3,4.7353E3,4.3038E3,4.4029E3,2.5099E3,2.0449E3,1.7033E3,4.2959E2,5.3556E3,5.4988E3,5.7272E3,4.7353E3,1.00:1.02:0.58:0.48:0.40:0.10:1.24:1.28:1.33:1.10,384204,Breast cancer type 2 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA2 PE=1 SV=3
182,337,Q0VGE8|ZN816_HUMAN,8.83,3,1,1,Carbamidomethylation,1.9924E3,2.3606E3,3.0207E3,1.5272E3,1.4132E3,0,2.5026E3,1.6439E3,1.5803E3,2.2506E3,1.9924E3,2.3606E3,3.0207E3,1.5272E3,1.4132E3,0,2.5026E3,1.6439E3,1.5803E3,2.2506E3,1.00:1.18:1.52:0.77:0.71:0:1.26:0.83:0.79:1.13,1.9924E3,2.3606E3,3.0207E3,1.5272E3,1.4132E3,0,2.5026E3,1.6439E3,1.5803E3,2.2506E3,1.9924E3,2.3606E3,3.0207E3,1.5272E3,1.4132E3,0,2.5026E3,1.6439E3,1.5803E3,2.2506E3,1.00:1.18:1.52:0.77:0.71:0:1.26:0.83:0.79:1.13,75725,Zinc finger protein 816 OS=Homo sapiens OX=9606 GN=ZNF816 PE=2 SV=2
152,356,Q9H583|HEAT1_HUMAN,8.72,0,1,1,,2.5181E4,1.8178E4,1.0227E4,2.6552E4,1.0772E4,1.3782E3,2.1627E2,1.3499E4,1.8045E4,1.7143E4,2.5181E4,1.8178E4,1.0227E4,2.6552E4,1.0772E4,1.3782E3,2.1627E2,1.3499E4,1.8045E4,1.7143E4,1.00:0.72:0.41:1.05:0.43:0.05:0.02:0.54:0.72:0.68,2.5181E4,1.8178E4,1.0227E4,2.6552E4,1.0772E4,1.3782E3,2.1627E2,1.3499E4,1.8045E4,1.7143E4,2.5181E4,1.8178E4,1.0227E4,2.6552E4,1.0772E4,1.3782E3,2.1627E2,1.3499E4,1.8045E4,1.7143E4,1.00:0.72:0.41:1.05:0.43:0.05:0.02:0.54:0.72:0.68,242368,HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3
186,404,P32456|GBP2_HUMAN,8.63,2,1,1,Oxidation (M),5.1669E2,3.952E2,1.7507E2,6.0678E2,3.8002E2,1.2232E3,0,3.9823E2,4.3361E2,1.2714E2,5.1669E2,3.952E2,1.7507E2,6.0678E2,3.8002E2,1.2232E3,0,3.9823E2,4.3361E2,1.2714E2,1.00:0.76:0.34:1.17:0.74:2.37:0:0.77:0.84:0.25,5.1669E2,3.952E2,1.7507E2,6.0678E2,3.8002E2,1.2232E3,0,3.9823E2,4.3361E2,1.2714E2,5.1669E2,3.952E2,1.7507E2,6.0678E2,3.8002E2,1.2232E3,0,3.9823E2,4.3361E2,1.2714E2,1.00:0.76:0.34:1.17:0.74:2.37:0:0.77:0.84:0.25,67209,Guanylate-binding protein 2 OS=Homo sapiens OX=9606 GN=GBP2 PE=1 SV=3
30,30,P19827|ITIH1_HUMAN,8.55,23,16,16,Carbamidomethylation; Di-Iodination,8.3874E4,6.8314E4,5.3555E4,6.939E4,6.7926E4,7.295E4,6.092E4,6.3059E4,7.0413E4,7.2488E4,3.4213E4,2.8572E4,2.3905E4,3.1222E4,3.094E4,3.1781E4,2.6255E4,2.7023E4,2.9111E4,2.9716E4,1.00:0.84:0.70:0.91:0.90:0.93:0.77:0.79:0.85:0.87,8.3874E4,6.8314E4,5.3555E4,6.939E4,6.7926E4,7.295E4,6.092E4,6.3059E4,7.0413E4,7.2488E4,3.4213E4,2.8572E4,2.3905E4,3.1222E4,3.094E4,3.1781E4,2.6255E4,2.7023E4,2.9111E4,2.9716E4,1.00:0.84:0.70:0.91:0.90:0.93:0.77:0.79:0.85:0.87,101389,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3
13,46,P0DOX7|IGK_HUMAN,8.40,61,18,1,Carbamidomethylation; Iodination; Di-Iodination,5.8128E4,4.8285E4,2.1334E4,5.2253E4,4.4693E4,5.3366E4,4.6256E4,4.5078E4,4.2588E4,4.3367E4,5.8128E4,4.8285E4,2.1334E4,5.2253E4,4.4693E4,5.3366E4,4.6256E4,4.5078E4,4.2588E4,4.3367E4,1.00:0.83:0.37:0.90:0.77:0.92:0.80:0.78:0.73:0.75,5.8128E4,4.8285E4,2.1334E4,5.2253E4,4.4693E4,5.3366E4,4.6256E4,4.5078E4,4.2588E4,4.3367E4,5.8128E4,4.8285E4,2.1334E4,5.2253E4,4.4693E4,5.3366E4,4.6256E4,4.5078E4,4.2588E4,4.3367E4,1.00:0.83:0.37:0.90:0.77:0.92:0.80:0.78:0.73:0.75,23379,Immunoglobulin kappa light chain OS=Homo sapiens OX=9606 PE=1 SV=1
95,92,P09871|C1S_HUMAN,8.19,5,3,3,,1.0827E4,8.426E3,6.8954E3,8.1058E3,8.8215E3,9.3976E3,8.4333E3,7.8581E3,8.717E3,9.2181E3,1.0827E4,8.426E3,6.8954E3,8.1058E3,8.8215E3,9.3976E3,8.4333E3,7.8581E3,8.717E3,9.2181E3,1.00:0.78:0.64:0.75:0.81:0.87:0.78:0.73:0.81:0.85,1.0827E4,8.426E3,6.8954E3,8.1058E3,8.8215E3,9.3976E3,8.4333E3,7.8581E3,8.717E3,9.2181E3,1.0827E4,8.426E3,6.8954E3,8.1058E3,8.8215E3,9.3976E3,8.4333E3,7.8581E3,8.717E3,9.2181E3,1.00:0.78:0.64:0.75:0.81:0.87:0.78:0.73:0.81:0.85,76685,Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1
155,400,Q02928|CP4AB_HUMAN,8.13,2,1,1,,2.8274E3,4.8191E3,6.6911E3,3.7995E3,3.7845E3,9.7643E2,4.0291E3,3.2453E3,4.5858E3,5.2763E3,2.8274E3,4.8191E3,6.6911E3,3.7995E3,3.7845E3,9.7643E2,4.0291E3,3.2453E3,4.5858E3,5.2763E3,1.00:1.70:2.37:1.34:1.34:0.35:1.43:1.15:1.62:1.87,2.8274E3,4.8191E3,6.6911E3,3.7995E3,3.7845E3,9.7643E2,4.0291E3,3.2453E3,4.5858E3,5.2763E3,2.8274E3,4.8191E3,6.6911E3,3.7995E3,3.7845E3,9.7643E2,4.0291E3,3.2453E3,4.5858E3,5.2763E3,1.00:1.70:2.37:1.34:1.34:0.35:1.43:1.15:1.62:1.87,59348,Cytochrome P450 4A11 OS=Homo sapiens OX=9606 GN=CYP4A11 PE=1 SV=1
141,190,P57678|GEMI4_HUMAN,7.67,2,2,2,,2.0025E4,2.6305E4,2.5785E4,2.0516E4,2.1635E4,1.3134E4,1.3652E4,9.5617E3,1.4321E4,1.3792E4,2.0025E4,2.6305E4,2.5785E4,2.0516E4,2.1635E4,1.3134E4,1.3652E4,9.5617E3,1.4321E4,1.3792E4,1.00:1.31:1.29:1.02:1.08:0.66:0.68:0.48:0.72:0.69,2.0025E4,2.6305E4,2.5785E4,2.0516E4,2.1635E4,1.3134E4,1.3652E4,9.5617E3,1.4321E4,1.3792E4,2.0025E4,2.6305E4,2.5785E4,2.0516E4,2.1635E4,1.3134E4,1.3652E4,9.5617E3,1.4321E4,1.3792E4,1.00:1.31:1.29:1.02:1.08:0.66:0.68:0.48:0.72:0.69,120037,Gem-associated protein 4 OS=Homo sapiens OX=9606 GN=GEMIN4 PE=1 SV=2
190,456,P20929|NEBU_HUMAN,7.56,0,1,1,Oxidation (M),3.1719E3,2.4232E3,4.8382E3,3.2187E3,2.7979E3,1.3642E3,1.8369E3,1.0575E3,1.3722E3,1.3644E3,3.1719E3,2.4232E3,4.8382E3,3.2187E3,2.7979E3,1.3642E3,1.8369E3,1.0575E3,1.3722E3,1.3644E3,1.00:0.76:1.53:1.01:0.88:0.43:0.58:0.33:0.43:0.43,3.1719E3,2.4232E3,4.8382E3,3.2187E3,2.7979E3,1.3642E3,1.8369E3,1.0575E3,1.3722E3,1.3644E3,3.1719E3,2.4232E3,4.8382E3,3.2187E3,2.7979E3,1.3642E3,1.8369E3,1.0575E3,1.3722E3,1.3644E3,1.00:0.76:1.53:1.01:0.88:0.43:0.58:0.33:0.43:0.43,772931,Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=5
67,100,P01615|KVD28_HUMAN,7.52,37,4,3,Carbamidomethylation,7.4084E4,7.3825E4,7.937E4,7.3824E4,7.7275E4,6.4253E4,7.7516E4,7.3396E4,7.9161E4,8.083E4,7.0033E4,7.1722E4,7.7986E4,6.9292E4,7.3941E4,5.8207E4,7.5478E4,7.0585E4,7.7004E4,7.8551E4,1.00:1.02:1.11:0.99:1.06:0.83:1.08:1.01:1.10:1.12,7.4084E4,7.3825E4,7.937E4,7.3824E4,7.7275E4,6.4253E4,7.7516E4,7.3396E4,7.9161E4,8.083E4,7.0033E4,7.1722E4,7.7986E4,6.9292E4,7.3941E4,5.8207E4,7.5478E4,7.0585E4,7.7004E4,7.8551E4,1.00:1.02:1.11:0.99:1.06:0.83:1.08:1.01:1.10:1.12,12957,Immunoglobulin kappa variable 2D-28 OS=Homo sapiens OX=9606 GN=IGKV2D-28 PE=1 SV=2
67,101,A0A075B6P5|KV228_HUMAN,7.52,37,4,3,Carbamidomethylation,7.4084E4,7.3825E4,7.937E4,7.3824E4,7.7275E4,6.4253E4,7.7516E4,7.3396E4,7.9161E4,8.083E4,7.0033E4,7.1722E4,7.7986E4,6.9292E4,7.3941E4,5.8207E4,7.5478E4,7.0585E4,7.7004E4,7.8551E4,1.00:1.02:1.11:0.99:1.06:0.83:1.08:1.01:1.10:1.12,7.4084E4,7.3825E4,7.937E4,7.3824E4,7.7275E4,6.4253E4,7.7516E4,7.3396E4,7.9161E4,8.083E4,7.0033E4,7.1722E4,7.7986E4,6.9292E4,7.3941E4,5.8207E4,7.5478E4,7.0585E4,7.7004E4,7.8551E4,1.00:1.02:1.11:0.99:1.06:0.83:1.08:1.01:1.10:1.12,12957,Immunoglobulin kappa variable 2-28 OS=Homo sapiens OX=9606 GN=IGKV2-28 PE=3 SV=1
90,90,A0A0B4J1V0|HV315_HUMAN,7.16,37,4,1,,1.8288E3,8.0038E2,7.9345E2,1.19E3,7.9102E2,9.8943E2,3.3535E2,2.9301E2,3.4878E2,3.2947E2,1.8288E3,8.0038E2,7.9345E2,1.19E3,7.9102E2,9.8943E2,3.3535E2,2.9301E2,3.4878E2,3.2947E2,1.00:0.44:0.43:0.65:0.43:0.54:0.18:0.16:0.19:0.18,1.8288E3,8.0038E2,7.9345E2,1.19E3,7.9102E2,9.8943E2,3.3535E2,2.9301E2,3.4878E2,3.2947E2,1.8288E3,8.0038E2,7.9345E2,1.19E3,7.9102E2,9.8943E2,3.3535E2,2.9301E2,3.4878E2,3.2947E2,1.00:0.44:0.43:0.65:0.43:0.54:0.18:0.16:0.19:0.18,12926,Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=3 SV=1
179,2500,P49116|NR2C2_HUMAN,7.06,1,1,1,,1.9656E3,1.4321E3,1.0491E3,1.6984E3,1.7045E3,3.2293E2,9.2912E2,1.295E3,1.3299E3,1.0488E3,1.9656E3,1.4321E3,1.0491E3,1.6984E3,1.7045E3,3.2293E2,9.2912E2,1.295E3,1.3299E3,1.0488E3,1.00:0.73:0.53:0.86:0.87:0.16:0.47:0.66:0.68:0.53,1.9656E3,1.4321E3,1.0491E3,1.6984E3,1.7045E3,3.2293E2,9.2912E2,1.295E3,1.3299E3,1.0488E3,1.9656E3,1.4321E3,1.0491E3,1.6984E3,1.7045E3,3.2293E2,9.2912E2,1.295E3,1.3299E3,1.0488E3,1.00:0.73:0.53:0.86:0.87:0.16:0.47:0.66:0.68:0.53,65415,Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens OX=9606 GN=NR2C2 PE=1 SV=1
169,353,Q15042|RB3GP_HUMAN,6.83,1,1,1,,8.7259E3,7.2509E3,1.0488E4,8.4195E3,5.8172E3,2.0424E3,9.5205E3,1.1842E4,9.5649E3,9.4261E3,8.7259E3,7.2509E3,1.0488E4,8.4195E3,5.8172E3,2.0424E3,9.5205E3,1.1842E4,9.5649E3,9.4261E3,1.00:0.83:1.20:0.96:0.67:0.23:1.09:1.36:1.10:1.08,8.7259E3,7.2509E3,1.0488E4,8.4195E3,5.8172E3,2.0424E3,9.5205E3,1.1842E4,9.5649E3,9.4261E3,8.7259E3,7.2509E3,1.0488E4,8.4195E3,5.8172E3,2.0424E3,9.5205E3,1.1842E4,9.5649E3,9.4261E3,1.00:0.83:1.20:0.96:0.67:0.23:1.09:1.36:1.10:1.08,110524,Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3
60,68,P01780|HV307_HUMAN,6.77,47,6,1,Carbamidomethylation; Iodination,6.2894E2,3.5178E2,9.0358E2,7.9788E2,8.6591E2,1.1594E3,1.1442E3,1.2524E3,1.2683E3,1.5418E3,6.2894E2,3.5178E2,9.0358E2,7.9788E2,8.6591E2,1.1594E3,1.1442E3,1.2524E3,1.2683E3,1.5418E3,1.00:0.56:1.44:1.27:1.38:1.84:1.82:1.99:2.02:2.45,6.2894E2,3.5178E2,9.0358E2,7.9788E2,8.6591E2,1.1594E3,1.1442E3,1.2524E3,1.2683E3,1.5418E3,6.2894E2,3.5178E2,9.0358E2,7.9788E2,8.6591E2,1.1594E3,1.1442E3,1.2524E3,1.2683E3,1.5418E3,1.00:0.56:1.44:1.27:1.38:1.84:1.82:1.99:2.02:2.45,12943,Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2
49,62,P05090|APOD_HUMAN,6.69,33,9,9,Carbamidomethylation; Pyro-glu from Q,9.8321E4,9.2294E4,8.072E4,9.1608E4,8.5096E4,8.4363E4,7.6811E4,7.6259E4,7.8764E4,7.8094E4,6.7623E4,6.054E4,4.9631E4,6.1898E4,5.8836E4,6.3646E4,5.0334E4,5.1561E4,5.1102E4,5.0634E4,1.00:0.90:0.73:0.92:0.87:0.94:0.74:0.76:0.76:0.75,9.8321E4,9.2294E4,8.072E4,9.1608E4,8.5096E4,8.4363E4,7.6811E4,7.6259E4,7.8764E4,7.8094E4,6.7623E4,6.054E4,4.9631E4,6.1898E4,5.8836E4,6.3646E4,5.0334E4,5.1561E4,5.1102E4,5.0634E4,1.00:0.90:0.73:0.92:0.87:0.94:0.74:0.76:0.76:0.75,21276,Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1
137,130,Q5CZC0|FSIP2_HUMAN,6.68,0,2,2,,3.6094E3,1.6155E3,2.5671E3,3.3528E3,2.9873E3,4.364E3,2.555E3,2.5285E3,2.717E3,4.1337E3,3.6094E3,1.6155E3,2.5671E3,3.3528E3,2.9873E3,4.364E3,2.555E3,2.5285E3,2.717E3,4.1337E3,1.00:0.45:0.71:0.93:0.83:1.21:0.71:0.70:0.75:1.15,3.6094E3,1.6155E3,2.5671E3,3.3528E3,2.9873E3,4.364E3,2.555E3,2.5285E3,2.717E3,4.1337E3,3.6094E3,1.6155E3,2.5671E3,3.3528E3,2.9873E3,4.364E3,2.555E3,2.5285E3,2.717E3,4.1337E3,1.00:0.45:0.71:0.93:0.83:1.21:0.71:0.70:0.75:1.15,780624,Fibrous sheath-interacting protein 2 OS=Homo sapiens OX=9606 GN=FSIP2 PE=2 SV=4
72,66,P25311|ZA2G_HUMAN,6.39,30,7,7,Carbamidomethylation; Iodination; Di-Iodination,3.0863E4,2.8768E4,2.994E4,2.5496E4,2.1544E4,2.1704E4,2.2488E4,2.2232E4,2.4517E4,2.3012E4,2.0052E4,1.9729E4,1.9668E4,1.759E4,1.5205E4,1.5616E4,1.7243E4,1.674E4,1.8402E4,1.7498E4,1.00:0.98:0.98:0.88:0.76:0.78:0.86:0.83:0.92:0.87,3.0863E4,2.8768E4,2.994E4,2.5496E4,2.1544E4,2.1704E4,2.2488E4,2.2232E4,2.4517E4,2.3012E4,2.0052E4,1.9729E4,1.9668E4,1.759E4,1.5205E4,1.5616E4,1.7243E4,1.674E4,1.8402E4,1.7498E4,1.00:0.98:0.98:0.88:0.76:0.78:0.86:0.83:0.92:0.87,34259,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2
